ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2025-10-12T22:26:00.000000000Z,33,1,294973,6662.750000000,6663.000000000,6656.250000000,6657.750000000,930,ES.v.0
2025-10-12T22:27:00.000000000Z,33,1,294973,6658.000000000,6661.250000000,6657.500000000,6659.750000000,319,ES.v.0
2025-10-12T22:28:00.000000000Z,33,1,294973,6659.500000000,6660.500000000,6655.500000000,6655.750000000,465,ES.v.0
2025-10-12T22:29:00.000000000Z,33,1,294973,6656.000000000,6657.250000000,6653.500000000,6655.500000000,747,ES.v.0
2025-10-12T22:30:00.000000000Z,33,1,294973,6655.750000000,6659.000000000,6655.750000000,6655.750000000,451,ES.v.0
2025-10-12T22:31:00.000000000Z,33,1,294973,6655.750000000,6661.000000000,6655.500000000,6660.250000000,501,ES.v.0
2025-10-12T22:32:00.000000000Z,33,1,294973,6660.250000000,6660.500000000,6657.250000000,6658.250000000,286,ES.v.0
2025-10-12T22:33:00.000000000Z,33,1,294973,6658.500000000,6661.000000000,6657.750000000,6659.000000000,324,ES.v.0
2025-10-12T22:34:00.000000000Z,33,1,294973,6659.000000000,6659.250000000,6656.250000000,6656.500000000,288,ES.v.0
2025-10-12T22:35:00.000000000Z,33,1,294973,6656.750000000,6659.000000000,6653.750000000,6654.750000000,488,ES.v.0
2025-10-12T22:36:00.000000000Z,33,1,294973,6654.500000000,6658.750000000,6653.750000000,6655.750000000,542,ES.v.0
2025-10-12T22:37:00.000000000Z,33,1,294973,6656.000000000,6657.250000000,6652.750000000,6654.000000000,366,ES.v.0
2025-10-12T22:38:00.000000000Z,33,1,294973,6653.750000000,6655.250000000,6652.750000000,6655.250000000,425,ES.v.0
2025-10-12T22:39:00.000000000Z,33,1,294973,6655.500000000,6658.000000000,6654.500000000,6655.750000000,535,ES.v.0
2025-10-12T22:40:00.000000000Z,33,1,294973,6655.750000000,6657.250000000,6654.500000000,6657.000000000,291,ES.v.0
2025-10-12T22:41:00.000000000Z,33,1,294973,6656.750000000,6656.750000000,6652.250000000,6652.500000000,365,ES.v.0
2025-10-12T22:42:00.000000000Z,33,1,294973,6652.500000000,6655.000000000,6650.750000000,6654.250000000,672,ES.v.0
2025-10-12T22:43:00.000000000Z,33,1,294973,6654.750000000,6656.250000000,6654.250000000,6654.750000000,240,ES.v.0
2025-10-12T22:44:00.000000000Z,33,1,294973,6654.750000000,6657.250000000,6654.750000000,6657.250000000,154,ES.v.0
2025-10-12T22:45:00.000000000Z,33,1,294973,6657.250000000,6658.000000000,6655.000000000,6656.750000000,294,ES.v.0
2025-10-12T22:46:00.000000000Z,33,1,294973,6657.000000000,6658.000000000,6656.500000000,6656.500000000,158,ES.v.0
2025-10-12T22:47:00.000000000Z,33,1,294973,6656.250000000,6661.000000000,6656.250000000,6660.500000000,477,ES.v.0
2025-10-12T22:48:00.000000000Z,33,1,294973,6660.500000000,6660.500000000,6654.250000000,6655.750000000,535,ES.v.0
2025-10-12T22:49:00.000000000Z,33,1,294973,6655.250000000,6657.750000000,6653.250000000,6653.250000000,305,ES.v.0
2025-10-12T22:50:00.000000000Z,33,1,294973,6653.250000000,6656.750000000,6653.000000000,6656.750000000,285,ES.v.0
2025-10-12T22:51:00.000000000Z,33,1,294973,6656.750000000,6658.750000000,6655.750000000,6656.750000000,181,ES.v.0
2025-10-12T22:52:00.000000000Z,33,1,294973,6656.500000000,6657.500000000,6654.500000000,6656.750000000,207,ES.v.0
2025-10-12T22:53:00.000000000Z,33,1,294973,6657.500000000,6657.500000000,6654.750000000,6655.250000000,192,ES.v.0
2025-10-12T22:54:00.000000000Z,33,1,294973,6655.250000000,6655.250000000,6653.750000000,6655.000000000,239,ES.v.0
2025-10-12T22:55:00.000000000Z,33,1,294973,6654.750000000,6655.500000000,6653.500000000,6654.000000000,194,ES.v.0
2025-10-12T22:56:00.000000000Z,33,1,294973,6654.000000000,6657.750000000,6654.000000000,6655.750000000,387,ES.v.0
2025-10-12T22:57:00.000000000Z,33,1,294973,6655.750000000,6656.000000000,6654.250000000,6654.500000000,147,ES.v.0
2025-10-12T22:58:00.000000000Z,33,1,294973,6655.000000000,6655.500000000,6653.750000000,6653.750000000,94,ES.v.0
2025-10-12T22:59:00.000000000Z,33,1,294973,6654.000000000,6655.250000000,6653.500000000,6654.750000000,131,ES.v.0
2025-10-12T23:00:00.000000000Z,33,1,294973,6655.000000000,6656.500000000,6653.750000000,6653.750000000,295,ES.v.0
2025-10-12T23:01:00.000000000Z,33,1,294973,6653.750000000,6655.000000000,6652.000000000,6652.500000000,464,ES.v.0
2025-10-12T23:02:00.000000000Z,33,1,294973,6652.000000000,6653.000000000,6647.750000000,6648.500000000,796,ES.v.0
2025-10-12T23:03:00.000000000Z,33,1,294973,6648.750000000,6651.500000000,6647.250000000,6648.250000000,796,ES.v.0
2025-10-12T23:04:00.000000000Z,33,1,294973,6648.500000000,6649.500000000,6646.250000000,6648.750000000,726,ES.v.0
2025-10-12T23:05:00.000000000Z,33,1,294973,6649.000000000,6653.250000000,6649.000000000,6651.500000000,434,ES.v.0
2025-10-12T23:06:00.000000000Z,33,1,294973,6651.500000000,6653.750000000,6651.500000000,6653.250000000,304,ES.v.0
2025-10-12T23:07:00.000000000Z,33,1,294973,6653.500000000,6656.000000000,6653.000000000,6655.000000000,555,ES.v.0
2025-10-12T23:08:00.000000000Z,33,1,294973,6655.250000000,6658.000000000,6654.000000000,6658.000000000,394,ES.v.0
2025-10-12T23:09:00.000000000Z,33,1,294973,6658.000000000,6660.500000000,6656.750000000,6660.000000000,569,ES.v.0
2025-10-12T23:10:00.000000000Z,33,1,294973,6659.750000000,6660.500000000,6657.750000000,6659.250000000,439,ES.v.0
2025-10-12T23:11:00.000000000Z,33,1,294973,6659.250000000,6659.750000000,6656.000000000,6656.250000000,479,ES.v.0
2025-10-12T23:12:00.000000000Z,33,1,294973,6656.500000000,6659.000000000,6656.500000000,6658.500000000,262,ES.v.0
2025-10-12T23:13:00.000000000Z,33,1,294973,6658.500000000,6660.000000000,6657.750000000,6659.000000000,212,ES.v.0
2025-10-12T23:14:00.000000000Z,33,1,294973,6659.000000000,6659.500000000,6656.750000000,6657.500000000,309,ES.v.0
2025-10-12T23:15:00.000000000Z,33,1,294973,6657.500000000,6658.250000000,6656.500000000,6657.250000000,312,ES.v.0
2025-10-12T23:16:00.000000000Z,33,1,294973,6657.000000000,6657.500000000,6656.000000000,6656.000000000,242,ES.v.0
2025-10-12T23:17:00.000000000Z,33,1,294973,6656.250000000,6659.250000000,6656.250000000,6656.250000000,334,ES.v.0
2025-10-12T23:18:00.000000000Z,33,1,294973,6656.250000000,6656.750000000,6649.500000000,6652.750000000,1620,ES.v.0
2025-10-12T23:19:00.000000000Z,33,1,294973,6653.000000000,6655.500000000,6650.750000000,6651.000000000,442,ES.v.0
2025-10-12T23:20:00.000000000Z,33,1,294973,6651.000000000,6657.750000000,6650.750000000,6657.500000000,523,ES.v.0
2025-10-12T23:21:00.000000000Z,33,1,294973,6657.250000000,6661.250000000,6656.500000000,6661.250000000,503,ES.v.0
2025-10-12T23:22:00.000000000Z,33,1,294973,6661.250000000,6662.000000000,6658.750000000,6659.250000000,452,ES.v.0
2025-10-12T23:23:00.000000000Z,33,1,294973,6659.000000000,6660.250000000,6659.000000000,6660.000000000,179,ES.v.0
2025-10-12T23:24:00.000000000Z,33,1,294973,6659.750000000,6662.250000000,6659.000000000,6661.250000000,303,ES.v.0
2025-10-12T23:25:00.000000000Z,33,1,294973,6661.500000000,6663.000000000,6660.250000000,6662.000000000,553,ES.v.0
2025-10-12T23:26:00.000000000Z,33,1,294973,6662.250000000,6663.000000000,6661.250000000,6661.750000000,265,ES.v.0
2025-10-12T23:27:00.000000000Z,33,1,294973,6662.000000000,6662.000000000,6660.250000000,6661.000000000,271,ES.v.0
2025-10-12T23:28:00.000000000Z,33,1,294973,6661.000000000,6662.250000000,6660.750000000,6661.000000000,169,ES.v.0
2025-10-12T23:29:00.000000000Z,33,1,294973,6661.000000000,6664.500000000,6660.500000000,6663.750000000,632,ES.v.0
2025-10-12T23:30:00.000000000Z,33,1,294973,6664.000000000,6668.000000000,6662.750000000,6667.250000000,1097,ES.v.0
2025-10-12T23:31:00.000000000Z,33,1,294973,6667.250000000,6668.000000000,6664.500000000,6665.500000000,552,ES.v.0
2025-10-12T23:32:00.000000000Z,33,1,294973,6665.500000000,6667.750000000,6664.000000000,6666.000000000,330,ES.v.0
2025-10-12T23:33:00.000000000Z,33,1,294973,6665.750000000,6666.750000000,6664.750000000,6665.000000000,356,ES.v.0
2025-10-12T23:34:00.000000000Z,33,1,294973,6665.250000000,6665.250000000,6661.500000000,6661.500000000,442,ES.v.0
2025-10-12T23:35:00.000000000Z,33,1,294973,6661.500000000,6663.500000000,6660.250000000,6662.750000000,743,ES.v.0
2025-10-12T23:36:00.000000000Z,33,1,294973,6662.500000000,6663.250000000,6661.000000000,6663.250000000,359,ES.v.0
2025-10-12T23:37:00.000000000Z,33,1,294973,6663.000000000,6663.500000000,6658.000000000,6661.250000000,594,ES.v.0
2025-10-12T23:38:00.000000000Z,33,1,294973,6661.000000000,6661.750000000,6659.000000000,6659.000000000,206,ES.v.0
2025-10-12T23:39:00.000000000Z,33,1,294973,6659.250000000,6662.250000000,6658.750000000,6661.750000000,378,ES.v.0
2025-10-12T23:40:00.000000000Z,33,1,294973,6662.000000000,6664.500000000,6661.500000000,6663.750000000,365,ES.v.0
2025-10-12T23:41:00.000000000Z,33,1,294973,6663.500000000,6663.500000000,6658.250000000,6658.750000000,320,ES.v.0
2025-10-12T23:42:00.000000000Z,33,1,294973,6658.750000000,6662.000000000,6658.750000000,6661.750000000,251,ES.v.0
2025-10-12T23:43:00.000000000Z,33,1,294973,6661.250000000,6662.000000000,6660.500000000,6661.750000000,154,ES.v.0
2025-10-12T23:44:00.000000000Z,33,1,294973,6662.250000000,6663.250000000,6661.500000000,6662.500000000,237,ES.v.0
2025-10-12T23:45:00.000000000Z,33,1,294973,6662.250000000,6663.500000000,6661.750000000,6663.250000000,282,ES.v.0
2025-10-12T23:46:00.000000000Z,33,1,294973,6663.000000000,6666.250000000,6663.000000000,6665.750000000,406,ES.v.0
2025-10-12T23:47:00.000000000Z,33,1,294973,6665.750000000,6666.250000000,6665.000000000,6665.750000000,197,ES.v.0
2025-10-12T23:48:00.000000000Z,33,1,294973,6665.750000000,6666.250000000,6664.000000000,6664.500000000,242,ES.v.0
2025-10-12T23:49:00.000000000Z,33,1,294973,6664.500000000,6666.000000000,6664.250000000,6666.000000000,228,ES.v.0
2025-10-12T23:50:00.000000000Z,33,1,294973,6666.000000000,6666.500000000,6664.250000000,6664.250000000,212,ES.v.0
2025-10-12T23:51:00.000000000Z,33,1,294973,6664.250000000,6666.250000000,6664.000000000,6665.750000000,302,ES.v.0
2025-10-12T23:52:00.000000000Z,33,1,294973,6666.000000000,6666.500000000,6664.750000000,6665.000000000,411,ES.v.0
2025-10-12T23:53:00.000000000Z,33,1,294973,6664.750000000,6668.000000000,6664.250000000,6667.000000000,466,ES.v.0
2025-10-12T23:54:00.000000000Z,33,1,294973,6667.000000000,6669.750000000,6667.000000000,6669.000000000,572,ES.v.0
2025-10-12T23:55:00.000000000Z,33,1,294973,6669.250000000,6669.500000000,6667.750000000,6668.000000000,249,ES.v.0
2025-10-12T23:56:00.000000000Z,33,1,294973,6668.500000000,6669.750000000,6668.500000000,6669.500000000,210,ES.v.0
2025-10-12T23:57:00.000000000Z,33,1,294973,6669.250000000,6671.000000000,6668.250000000,6669.250000000,467,ES.v.0
2025-10-12T23:58:00.000000000Z,33,1,294973,6669.250000000,6670.750000000,6669.000000000,6669.500000000,390,ES.v.0
2025-10-12T23:59:00.000000000Z,33,1,294973,6669.500000000,6669.750000000,6668.000000000,6668.250000000,222,ES.v.0
2025-10-13T00:00:00.000000000Z,33,1,294973,6668.250000000,6670.250000000,6666.750000000,6668.750000000,913,ES.v.0
2025-10-13T00:01:00.000000000Z,33,1,294973,6668.750000000,6669.000000000,6665.250000000,6665.500000000,542,ES.v.0
2025-10-13T00:02:00.000000000Z,33,1,294973,6665.250000000,6666.000000000,6662.500000000,6663.000000000,763,ES.v.0
2025-10-13T00:03:00.000000000Z,33,1,294973,6663.000000000,6664.500000000,6661.750000000,6663.500000000,439,ES.v.0
2025-10-13T00:04:00.000000000Z,33,1,294973,6663.500000000,6664.250000000,6661.750000000,6664.000000000,360,ES.v.0
2025-10-13T00:05:00.000000000Z,33,1,294973,6663.750000000,6666.250000000,6662.750000000,6663.250000000,556,ES.v.0
2025-10-13T00:06:00.000000000Z,33,1,294973,6663.250000000,6664.500000000,6661.750000000,6663.000000000,618,ES.v.0
2025-10-13T00:07:00.000000000Z,33,1,294973,6663.000000000,6665.250000000,6662.500000000,6664.500000000,687,ES.v.0
2025-10-13T00:08:00.000000000Z,33,1,294973,6664.500000000,6666.500000000,6663.500000000,6664.500000000,748,ES.v.0
2025-10-13T00:09:00.000000000Z,33,1,294973,6664.500000000,6666.000000000,6663.250000000,6665.250000000,539,ES.v.0
2025-10-13T00:10:00.000000000Z,33,1,294973,6665.250000000,6666.500000000,6665.000000000,6666.500000000,279,ES.v.0
2025-10-13T00:11:00.000000000Z,33,1,294973,6666.500000000,6667.250000000,6665.500000000,6667.000000000,288,ES.v.0
2025-10-13T00:12:00.000000000Z,33,1,294973,6667.000000000,6667.250000000,6666.000000000,6666.250000000,285,ES.v.0
2025-10-13T00:13:00.000000000Z,33,1,294973,6666.250000000,6666.750000000,6665.250000000,6666.000000000,275,ES.v.0
2025-10-13T00:14:00.000000000Z,33,1,294973,6666.000000000,6668.250000000,6665.750000000,6668.000000000,358,ES.v.0
2025-10-13T00:15:00.000000000Z,33,1,294973,6668.000000000,6668.750000000,6666.500000000,6667.750000000,532,ES.v.0
2025-10-13T00:16:00.000000000Z,33,1,294973,6667.500000000,6668.500000000,6666.500000000,6667.500000000,453,ES.v.0
2025-10-13T00:17:00.000000000Z,33,1,294973,6667.750000000,6669.000000000,6666.750000000,6668.250000000,332,ES.v.0
2025-10-13T00:18:00.000000000Z,33,1,294973,6668.000000000,6671.000000000,6667.750000000,6670.000000000,721,ES.v.0
2025-10-13T00:19:00.000000000Z,33,1,294973,6670.000000000,6671.750000000,6669.750000000,6671.500000000,461,ES.v.0
2025-10-13T00:20:00.000000000Z,33,1,294973,6671.500000000,6673.000000000,6671.250000000,6672.250000000,640,ES.v.0
2025-10-13T00:21:00.000000000Z,33,1,294973,6672.250000000,6672.500000000,6670.250000000,6670.250000000,539,ES.v.0
2025-10-13T00:22:00.000000000Z,33,1,294973,6670.500000000,6671.500000000,6668.000000000,6670.000000000,848,ES.v.0
2025-10-13T00:23:00.000000000Z,33,1,294973,6670.000000000,6671.000000000,6666.750000000,6667.750000000,366,ES.v.0
2025-10-13T00:24:00.000000000Z,33,1,294973,6667.750000000,6669.750000000,6665.750000000,6666.000000000,508,ES.v.0
2025-10-13T00:25:00.000000000Z,33,1,294973,6666.000000000,6669.000000000,6666.000000000,6668.500000000,420,ES.v.0
2025-10-13T00:26:00.000000000Z,33,1,294973,6668.250000000,6668.250000000,6666.500000000,6667.750000000,278,ES.v.0
2025-10-13T00:27:00.000000000Z,33,1,294973,6667.750000000,6668.750000000,6667.000000000,6668.500000000,206,ES.v.0
2025-10-13T00:28:00.000000000Z,33,1,294973,6668.500000000,6669.000000000,6667.750000000,6668.500000000,226,ES.v.0
2025-10-13T00:29:00.000000000Z,33,1,294973,6668.250000000,6668.750000000,6666.750000000,6668.750000000,224,ES.v.0
2025-10-13T00:30:00.000000000Z,33,1,294973,6669.000000000,6669.000000000,6666.750000000,6667.000000000,283,ES.v.0
2025-10-13T00:31:00.000000000Z,33,1,294973,6667.250000000,6667.750000000,6666.000000000,6667.000000000,443,ES.v.0
2025-10-13T00:32:00.000000000Z,33,1,294973,6667.000000000,6667.750000000,6666.750000000,6667.750000000,106,ES.v.0
2025-10-13T00:33:00.000000000Z,33,1,294973,6667.500000000,6669.250000000,6667.250000000,6669.250000000,414,ES.v.0
2025-10-13T00:34:00.000000000Z,33,1,294973,6669.250000000,6669.750000000,6669.000000000,6669.750000000,145,ES.v.0
2025-10-13T00:35:00.000000000Z,33,1,294973,6669.750000000,6672.250000000,6669.250000000,6672.250000000,405,ES.v.0
2025-10-13T00:36:00.000000000Z,33,1,294973,6672.000000000,6673.250000000,6671.750000000,6672.500000000,374,ES.v.0
2025-10-13T00:37:00.000000000Z,33,1,294973,6672.500000000,6673.750000000,6671.750000000,6672.250000000,320,ES.v.0
2025-10-13T00:38:00.000000000Z,33,1,294973,6672.250000000,6672.750000000,6671.500000000,6672.250000000,232,ES.v.0
2025-10-13T00:39:00.000000000Z,33,1,294973,6672.250000000,6672.250000000,6670.000000000,6670.500000000,494,ES.v.0
2025-10-13T00:40:00.000000000Z,33,1,294973,6670.250000000,6672.750000000,6670.000000000,6671.750000000,441,ES.v.0
2025-10-13T00:41:00.000000000Z,33,1,294973,6671.750000000,6671.750000000,6670.500000000,6671.000000000,171,ES.v.0
2025-10-13T00:42:00.000000000Z,33,1,294973,6671.250000000,6675.000000000,6671.000000000,6674.000000000,654,ES.v.0
2025-10-13T00:43:00.000000000Z,33,1,294973,6674.000000000,6675.000000000,6673.750000000,6673.750000000,178,ES.v.0
2025-10-13T00:44:00.000000000Z,33,1,294973,6673.750000000,6675.000000000,6673.500000000,6674.750000000,251,ES.v.0
2025-10-13T00:45:00.000000000Z,33,1,294973,6674.500000000,6675.000000000,6673.250000000,6674.250000000,463,ES.v.0
2025-10-13T00:46:00.000000000Z,33,1,294973,6674.500000000,6675.000000000,6674.000000000,6674.750000000,216,ES.v.0
2025-10-13T00:47:00.000000000Z,33,1,294973,6674.750000000,6676.750000000,6674.500000000,6675.250000000,772,ES.v.0
2025-10-13T00:48:00.000000000Z,33,1,294973,6675.250000000,6675.500000000,6674.250000000,6675.250000000,333,ES.v.0
2025-10-13T00:49:00.000000000Z,33,1,294973,6675.000000000,6675.000000000,6674.000000000,6674.750000000,219,ES.v.0
2025-10-13T00:50:00.000000000Z,33,1,294973,6674.750000000,6676.000000000,6674.250000000,6674.500000000,412,ES.v.0
2025-10-13T00:51:00.000000000Z,33,1,294973,6674.750000000,6676.250000000,6674.500000000,6676.000000000,313,ES.v.0
2025-10-13T00:52:00.000000000Z,33,1,294973,6676.000000000,6677.000000000,6675.250000000,6676.500000000,466,ES.v.0
2025-10-13T00:53:00.000000000Z,33,1,294973,6676.500000000,6676.500000000,6675.250000000,6675.500000000,121,ES.v.0
2025-10-13T00:54:00.000000000Z,33,1,294973,6675.750000000,6676.000000000,6674.250000000,6675.000000000,189,ES.v.0
2025-10-13T00:55:00.000000000Z,33,1,294973,6675.000000000,6677.500000000,6675.000000000,6677.000000000,454,ES.v.0
2025-10-13T00:56:00.000000000Z,33,1,294973,6677.000000000,6679.000000000,6676.000000000,6678.250000000,498,ES.v.0
2025-10-13T00:57:00.000000000Z,33,1,294973,6678.250000000,6678.250000000,6676.250000000,6676.500000000,306,ES.v.0
2025-10-13T00:58:00.000000000Z,33,1,294973,6676.250000000,6678.000000000,6676.250000000,6678.000000000,231,ES.v.0
2025-10-13T00:59:00.000000000Z,33,1,294973,6677.750000000,6678.000000000,6677.500000000,6677.750000000,176,ES.v.0
2025-10-13T01:00:00.000000000Z,33,1,294973,6677.750000000,6680.000000000,6676.500000000,6678.500000000,730,ES.v.0
2025-10-13T01:01:00.000000000Z,33,1,294973,6678.500000000,6679.500000000,6677.250000000,6677.750000000,605,ES.v.0
2025-10-13T01:02:00.000000000Z,33,1,294973,6677.750000000,6679.750000000,6677.500000000,6678.750000000,417,ES.v.0
2025-10-13T01:03:00.000000000Z,33,1,294973,6678.750000000,6679.750000000,6678.000000000,6678.750000000,313,ES.v.0
2025-10-13T01:04:00.000000000Z,33,1,294973,6679.000000000,6679.000000000,6677.750000000,6677.750000000,305,ES.v.0
2025-10-13T01:05:00.000000000Z,33,1,294973,6677.750000000,6679.750000000,6677.750000000,6679.750000000,399,ES.v.0
2025-10-13T01:06:00.000000000Z,33,1,294973,6679.750000000,6680.750000000,6676.250000000,6678.000000000,1390,ES.v.0
2025-10-13T01:07:00.000000000Z,33,1,294973,6677.750000000,6678.000000000,6676.000000000,6676.750000000,690,ES.v.0
2025-10-13T01:08:00.000000000Z,33,1,294973,6677.000000000,6678.000000000,6676.250000000,6677.750000000,363,ES.v.0
2025-10-13T01:09:00.000000000Z,33,1,294973,6677.750000000,6678.000000000,6675.250000000,6676.000000000,595,ES.v.0
2025-10-13T01:10:00.000000000Z,33,1,294973,6676.250000000,6677.250000000,6675.000000000,6676.750000000,300,ES.v.0
2025-10-13T01:11:00.000000000Z,33,1,294973,6676.750000000,6678.250000000,6675.750000000,6676.000000000,434,ES.v.0
2025-10-13T01:12:00.000000000Z,33,1,294973,6676.250000000,6676.250000000,6673.500000000,6673.500000000,910,ES.v.0
2025-10-13T01:13:00.000000000Z,33,1,294973,6673.750000000,6676.000000000,6673.750000000,6675.500000000,342,ES.v.0
2025-10-13T01:14:00.000000000Z,33,1,294973,6675.500000000,6676.250000000,6674.500000000,6675.000000000,263,ES.v.0
2025-10-13T01:15:00.000000000Z,33,1,294973,6674.750000000,6676.000000000,6674.500000000,6675.750000000,330,ES.v.0
2025-10-13T01:16:00.000000000Z,33,1,294973,6675.750000000,6677.750000000,6675.500000000,6677.750000000,487,ES.v.0
2025-10-13T01:17:00.000000000Z,33,1,294973,6677.500000000,6678.000000000,6676.250000000,6676.750000000,636,ES.v.0
2025-10-13T01:18:00.000000000Z,33,1,294973,6676.750000000,6678.750000000,6676.500000000,6678.000000000,323,ES.v.0
2025-10-13T01:19:00.000000000Z,33,1,294973,6677.750000000,6678.250000000,6677.000000000,6678.250000000,247,ES.v.0
2025-10-13T01:20:00.000000000Z,33,1,294973,6678.250000000,6679.500000000,6677.500000000,6678.000000000,433,ES.v.0
2025-10-13T01:21:00.000000000Z,33,1,294973,6677.750000000,6678.750000000,6676.750000000,6678.750000000,390,ES.v.0
2025-10-13T01:22:00.000000000Z,33,1,294973,6678.500000000,6680.250000000,6678.250000000,6680.000000000,475,ES.v.0
2025-10-13T01:23:00.000000000Z,33,1,294973,6679.750000000,6681.500000000,6679.500000000,6680.000000000,437,ES.v.0
2025-10-13T01:24:00.000000000Z,33,1,294973,6680.500000000,6680.500000000,6679.000000000,6679.250000000,208,ES.v.0
2025-10-13T01:25:00.000000000Z,33,1,294973,6679.250000000,6679.750000000,6678.750000000,6679.500000000,291,ES.v.0
2025-10-13T01:26:00.000000000Z,33,1,294973,6679.500000000,6681.250000000,6678.750000000,6681.250000000,420,ES.v.0
2025-10-13T01:27:00.000000000Z,33,1,294973,6681.000000000,6681.000000000,6680.000000000,6680.000000000,301,ES.v.0
2025-10-13T01:28:00.000000000Z,33,1,294973,6680.250000000,6680.250000000,6679.750000000,6680.000000000,159,ES.v.0
2025-10-13T01:29:00.000000000Z,33,1,294973,6680.000000000,6680.000000000,6679.250000000,6679.250000000,109,ES.v.0
2025-10-13T01:30:00.000000000Z,33,1,294973,6679.500000000,6682.000000000,6679.500000000,6681.500000000,432,ES.v.0
2025-10-13T01:31:00.000000000Z,33,1,294973,6681.750000000,6682.750000000,6680.750000000,6681.750000000,639,ES.v.0
2025-10-13T01:32:00.000000000Z,33,1,294973,6681.750000000,6682.750000000,6681.500000000,6682.250000000,455,ES.v.0
2025-10-13T01:33:00.000000000Z,33,1,294973,6682.250000000,6683.000000000,6682.250000000,6682.250000000,269,ES.v.0
2025-10-13T01:34:00.000000000Z,33,1,294973,6682.000000000,6682.500000000,6681.000000000,6681.000000000,278,ES.v.0
2025-10-13T01:35:00.000000000Z,33,1,294973,6681.250000000,6681.750000000,6680.500000000,6680.500000000,236,ES.v.0
2025-10-13T01:36:00.000000000Z,33,1,294973,6680.500000000,6680.500000000,6678.250000000,6679.000000000,429,ES.v.0
2025-10-13T01:37:00.000000000Z,33,1,294973,6679.250000000,6679.250000000,6676.500000000,6676.750000000,308,ES.v.0
2025-10-13T01:38:00.000000000Z,33,1,294973,6677.000000000,6677.500000000,6676.500000000,6677.500000000,176,ES.v.0
2025-10-13T01:39:00.000000000Z,33,1,294973,6677.500000000,6678.000000000,6677.250000000,6677.750000000,121,ES.v.0
